Program Link,_id,University Name,Program Title,Area of Study,Target Group,Focus,combined_text,embedding
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/ansbach-university-of-applied-sciences-smart-energy-systems-w64745/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=84&hec-id=w64745&hec-offset=1660,6784de901796e275dc3e1078,Ansbach University of Applied Sciences,Smart Energy Systems,"Electronics, Information Technology, Renewable Energies, Power Engineering, Power Plant Technology","Graduates of courses of study that build on fundamentals from the fields of engineering (e.g. applied engineering), electrical engineering, mechanical engineering, physics, computer science, supply engineering or comparable.",Unknown,"Smart Energy Systems | Electronics, Information Technology, Renewable Energies, Power Engineering, Power Plant Technology | Unknown | Graduates of courses of study that build on fundamentals from the fields of engineering (e.g. applied engineering), electrical engineering, mechanical engineering, physics, computer science, supply engineering or comparable.","[ 0.02037747 -0.03110037 -0.00322149 ... -0.02722272 -0.01215394
 -0.00175747]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-wuppertal-smart-materials-and-systems-w70419/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=84&hec-id=w70419&hec-offset=1661,6784de911796e275dc3e1079,University of Wuppertal,Smart Materials and Systems,Electrical Engineering,Unknown,Unknown,Smart Materials and Systems | Electrical Engineering | Unknown | Unknown,"[ 0.01290572  0.00440883 -0.00245864 ... -0.01912313 -0.0039345
 -0.00588981]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-europe-for-applied-sciences-smart-mobility-w70238/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=84&hec-id=w70238&hec-offset=1662,6784de911796e275dc3e107a,University of Europe for Applied Sciences,Smart Mobility,"Automotive Engineering, Vehicle Engineering, Traffic Engineering",Unknown,Unknown,"Smart Mobility | Automotive Engineering, Vehicle Engineering, Traffic Engineering | Unknown | Unknown","[ 0.02492036 -0.01302235  0.01896805 ... -0.01498661 -0.01279748
 -0.00626647]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/rwth-aachen-university-smart-production-engineering-w64412/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=84&hec-id=w64412&hec-offset=1663,6784de911796e275dc3e107b,RWTH Aachen University,Smart Production Engineering,Production Engineering,Unknown,Unknown,Smart Production Engineering | Production Engineering | Unknown | Unknown,"[-0.00099943 -0.01536429 -0.00052142 ... -0.00564243 -0.00409306
  0.00585696]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-cologne-social-and-cultural-anthropology-w19929/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=84&hec-id=w19929&hec-offset=1664,6784de911796e275dc3e107c,University of Cologne,Social and Cultural Anthropology,Ethnology,Unknown,"Social and Economic Ethnology, Media Ethnology, Solid and Diverse Methodology Training in Theory & Practice, Human-Environment-Relations, Regional Specialisation in Africa and Asia, Inter-disciplinary Research Projects","Social and Cultural Anthropology | Ethnology | Social and Economic Ethnology, Media Ethnology, Solid and Diverse Methodology Training in Theory & Practice, Human-Environment-Relations, Regional Specialisation in Africa and Asia, Inter-disciplinary Research Projects | Unknown","[-0.01269387 -0.01238332  0.02466312 ... -0.03033072 -0.01182691
 -0.01141284]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-konstanz-social-and-economic-data-science-w42184/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=84&hec-id=w42184&hec-offset=1665,6784de911796e275dc3e107d,University of Konstanz,Social and Economic Data Science,"Political Science, Sociology, Social Science, Computer Science, Mathematics, Statistics, Economic Sciences, Economics","Graduates with an above-average Bachelor's degree in economics/political economics, mathematics, statistics, political science, computer science, sociology or psychology.","Mathematics, Statistics, Computer Science, Social Sciences, Econometrics, Big Data, Data Analysis","Social and Economic Data Science | Political Science, Sociology, Social Science, Computer Science, Mathematics, Statistics, Economic Sciences, Economics | Mathematics, Statistics, Computer Science, Social Sciences, Econometrics, Big Data, Data Analysis | Graduates with an above-average Bachelor's degree in economics/political economics, mathematics, statistics, political science, computer science, sociology or psychology.","[-0.00836234 -0.00937912  0.01038938 ... -0.02497622 -0.01978805
 -0.00253054]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-muenster-social-anthropology-sozialanthropologie-w32009/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=84&hec-id=w32009&hec-offset=1666,6784de911796e275dc3e107e,University of Münster,Social Anthropology / Sozialanthropologie,Ethnology,Graduates of a subject-relevant degree course,Unknown,Social Anthropology / Sozialanthropologie | Ethnology | Unknown | Graduates of a subject-relevant degree course,"[ 0.00836588 -0.01212212  0.02028758 ... -0.03261011 -0.00508482
 -0.01662831]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/srh-university-of-applied-sciences-heidelberg-social-design-and-sustainable-innovation-w64419/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=84&hec-id=w64419&hec-offset=1667,6784de911796e275dc3e107f,SRH University of Applied Sciences Heidelberg,Social Design and Sustainable Innovation,Design,Unknown,"Social Design Theory, Design Practices, Design Thinking, Digital Innovation, Communication Design, Photography, Web Development, Film","Social Design and Sustainable Innovation | Design | Social Design Theory, Design Practices, Design Thinking, Digital Innovation, Communication Design, Photography, Web Development, Film | Unknown","[ 0.00557847 -0.0127489   0.01166558 ... -0.01729359 -0.0098292
 -0.01841655]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-applied-sciences-neu-ulm-social-entrepreneurship-for-sustainable-development-w66714/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=84&hec-id=w66714&hec-offset=1668,6784de911796e275dc3e1080,University of Applied Sciences Neu-Ulm,Social Entrepreneurship for Sustainable Development,"International Relations, Business Administration",Unknown,Unknown,"Social Entrepreneurship for Sustainable Development | International Relations, Business Administration | Unknown | Unknown","[ 0.00539346 -0.04073602  0.00980391 ... -0.0341826  -0.01959471
 -0.01646218]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/rhineland-palatinate-technical-university-of-kaiserslautern-landau-social-informatics-w42527/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=84&hec-id=w42527&hec-offset=1669,6784de911796e275dc3e1081,Rhineland-Palatinate Technical University of Kaiserslautern-Landau,Social Informatics,"Sociology, Social Science, Computer Science",Unknown,Unknown,"Social Informatics | Sociology, Social Science, Computer Science | Unknown | Unknown","[ 0.01182287 -0.01319516  0.03090307 ... -0.02067682 -0.02058445
 -0.01293126]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/bonn-rhine-sieg-university-of-applied-sciences-social-protection-w44229/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=84&hec-id=w44229&hec-offset=1670,6784de911796e275dc3e1082,Bonn-Rhine-Sieg University of Applied Sciences,Social Protection,"International Relations, Administrative Studies, Social Work, Development Co-operation, Social Economics",Working professionals with a first qualifying certificate of academic degree,"Social Security, Social Security, Social Policy, Administration Studies, Poverty, Inequality, Social Security, Health","Social Protection | International Relations, Administrative Studies, Social Work, Development Co-operation, Social Economics | Social Security, Social Security, Social Policy, Administration Studies, Poverty, Inequality, Social Security, Health | Working professionals with a first qualifying certificate of academic degree","[-0.00076225 -0.02652152  0.00862276 ... -0.02098205 -0.01178444
  0.01981929]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-freiburg-social-sciences-w6179/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=84&hec-id=w6179&hec-offset=1671,6784de921796e275dc3e1083,University of Freiburg,Social Sciences,"Political Science, Sociology, Social Science, Geography, Ethnology",Unknown,Unknown,"Social Sciences | Political Science, Sociology, Social Science, Geography, Ethnology | Unknown | Unknown","[ 0.00349783 -0.0108615   0.02342551 ... -0.01843319 -0.00906299
 -0.01364568]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-oldenburg-social-sciences-w67780/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=84&hec-id=w67780&hec-offset=1672,6784de921796e275dc3e1084,University of Oldenburg,Social Sciences,"Political Science, Sociology, Social Science",Unknown,Unknown,"Social Sciences | Political Science, Sociology, Social Science | Unknown | Unknown","[ 0.0111351  -0.01460956  0.02795098 ... -0.01687411 -0.01218973
 -0.00873468]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/humboldt-university-berlin-social-sciences-euromasters-w5208/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=84&hec-id=w5208&hec-offset=1673,6784de921796e275dc3e1085,Humboldt University Berlin,Social Sciences (Euromasters),Political Science,"Students who want to prepare themselves for a career in economics, politics, administration and diplomacy, who are interested in the 'politics, policy and society' of the individual European countries and the policies of the European Union.","A Comparative Perspective of Political Relations within the EU, Political Relations between the EU and the USA, Social Developments in the European Area, Specific Knowledge about Important Events in the European area","Social Sciences (Euromasters) | Political Science | A Comparative Perspective of Political Relations within the EU, Political Relations between the EU and the USA, Social Developments in the European Area, Specific Knowledge about Important Events in the European area | Students who want to prepare themselves for a career in economics, politics, administration and diplomacy, who are interested in the 'politics, policy and society' of the individual European countries and the policies of the European Union.","[ 0.00286257 -0.01628225  0.02991718 ... -0.0169762  -0.01333936
 -0.02958306]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/humboldt-university-berlin-social-sciences-german-turkish-masters-programme-in-social-sciences-w23620/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=84&hec-id=w23620&hec-offset=1674,6784de921796e275dc3e1086,Humboldt University Berlin,Social Sciences (German-Turkish Master's Programme in Social Sciences),"Sociology, Social Science","Turkish, German and international students with a BA or comparable degree in a relevant subject who are interested in the political, social, cultural and economic issues of Germany and Turkey, German-Turkish relations and the European dimension of the politics of both countries.","European Institutions, Politics and Society in the Federal Republic of Germany, Politics and Society in Turkey, European Integration, European Politics of Turkey and Germany","Social Sciences (German-Turkish Master's Programme in Social Sciences) | Sociology, Social Science | European Institutions, Politics and Society in the Federal Republic of Germany, Politics and Society in Turkey, European Integration, European Politics of Turkey and Germany | Turkish, German and international students with a BA or comparable degree in a relevant subject who are interested in the political, social, cultural and economic issues of Germany and Turkey, German-Turkish relations and the European dimension of the politics of both countries.","[ 0.008331   -0.02043018  0.00691473 ... -0.01362439 -0.00130092
 -0.01495735]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/alice-salomon-university-of-applied-sciences-berlin-social-work-as-a-human-rights-profession-ma-swhr-w42866/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=84&hec-id=w42866&hec-offset=1675,6784de921796e275dc3e1087,Alice Salomon University of Applied Sciences Berlin,Social Work as a Human Rights Profession (MA-SWHR),Social Work,Unknown,Unknown,Social Work as a Human Rights Profession (MA-SWHR) | Social Work | Unknown | Unknown,"[ 0.01705057 -0.019961    0.00415965 ... -0.01929651  0.00088542
 -0.00429587]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/heidelberg-university-sociocultural-anthropology-ethnology-w31534/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=84&hec-id=w31534&hec-offset=1676,6784de921796e275dc3e1088,Heidelberg University,Sociocultural Anthropology (Ethnology),Ethnology,Unknown,Unknown,Sociocultural Anthropology (Ethnology) | Ethnology | Unknown | Unknown,"[ 0.00029073 -0.01190881  0.03700286 ... -0.02043579 -0.00418782
 -0.01821193]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-mannheim-sociology-w17827/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=84&hec-id=w17827&hec-offset=1677,6784de921796e275dc3e1089,University of Mannheim,Sociology,"Sociology, Social Science",Graduates with a degree in the Social Sciences or a degree recognised as related.,Unknown,"Sociology | Sociology, Social Science | Unknown | Graduates with a degree in the Social Sciences or a degree recognised as related.","[ 0.01176881 -0.01725416  0.0274141  ... -0.02135868 -0.01173714
  0.00434204]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-konstanz-sociology-of-inequality-w65174/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=84&hec-id=w65174&hec-offset=1678,6784de921796e275dc3e108a,University of Konstanz,Sociology of Inequality,"Political Science, Sociology, Social Science, Economic Sciences, Economics",Unknown,"(Social) Inequality, Migration, Integration, Political Sociology, Research Methods, Empirical Social Research, Gender, Education, Sociological Methods, international","Sociology of Inequality | Political Science, Sociology, Social Science, Economic Sciences, Economics | (Social) Inequality, Migration, Integration, Political Sociology, Research Methods, Empirical Social Research, Gender, Education, Sociological Methods, international | Unknown","[-0.00131803 -0.01770572  0.00557076 ... -0.0220064   0.01390805
 -0.00396744]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-cologne-sociology-social-and-economic-psychology-w65050/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=84&hec-id=w65050&hec-offset=1679,6784de921796e275dc3e108b,University of Cologne,Sociology: Social and Economic Psychology,"Social Psychology, Business, Occupational, and Organisational Psychology, Sociology, Social Science, Economics, Social Economics",Unknown,Unknown,"Sociology: Social and Economic Psychology | Social Psychology, Business, Occupational, and Organisational Psychology, Sociology, Social Science, Economics, Social Economics | Unknown | Unknown","[-0.01097938 -0.02593152  0.04149044 ... -0.02211205 -0.01359169
 -0.01517569]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-cologne-sociology-social-research-w51110/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=85&hec-id=w51110&hec-offset=1680,6784de941796e275dc3e108c,University of Cologne,Sociology: Social Research,"Sociology, Social Science",Graduates of a Bachelor's degree in Economics,"Advanced education and training in survey procedures, Quantitative Evaluation Methods and Statistics","Sociology: Social Research | Sociology, Social Science | Advanced education and training in survey procedures, Quantitative Evaluation Methods and Statistics | Graduates of a Bachelor's degree in Economics","[-0.01164581 -0.02050415  0.02516247 ... -0.02659387 -0.02282703
 -0.00055875]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/mainz-university-soft-matter-and-materials-w67298/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=85&hec-id=w67298&hec-offset=1681,6784de941796e275dc3e108d,Mainz University,Soft Matter and Materials,"Materials Science, Chemistry, Physics",Unknown,"Macromolecular Chemistry, Renewable Resources, Nanotechnology, Organic Chemistry, Physical Chemistry, Theoretical Physics, Plastics Engineering","Soft Matter and Materials | Materials Science, Chemistry, Physics | Macromolecular Chemistry, Renewable Resources, Nanotechnology, Organic Chemistry, Physical Chemistry, Theoretical Physics, Plastics Engineering | Unknown","[ 0.01132378 -0.01563792 -0.00816008 ... -0.01856752 -0.01872805
 -0.02552365]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-europe-for-applied-sciences-software-engineering-w65211/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=85&hec-id=w65211&hec-offset=1682,6784de941796e275dc3e108e,University of Europe for Applied Sciences,Software Engineering,"Economic Sciences, Economics",Unknown,"Advanced Software Design, Pattern Recognition, Cloud Computing, Machine Learning, Multi Core Programming, Vehicular Technology, Decision Support Systems, Software Optimisation","Software Engineering | Economic Sciences, Economics | Advanced Software Design, Pattern Recognition, Cloud Computing, Machine Learning, Multi Core Programming, Vehicular Technology, Decision Support Systems, Software Optimisation | Unknown","[ 0.00697266 -0.02078339  0.00346951 ... -0.02848293 -0.00688517
  0.0081774 ]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/rhineland-palatinate-technical-university-of-kaiserslautern-landau-software-engineering-for-embedded-systems-w21692/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=85&hec-id=w21692&hec-offset=1683,6784de941796e275dc3e108f,Rhineland-Palatinate Technical University of Kaiserslautern-Landau,Software Engineering for Embedded Systems,Software Engineering,The English-language distance learning course is aimed at people who work in the field of software development.,Unknown,Software Engineering for Embedded Systems | Software Engineering | Unknown | The English-language distance learning course is aimed at people who work in the field of software development.,"[ 0.02099639 -0.01324944 -0.01355879 ... -0.03443671  0.00020147
  0.00221811]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/hof-university-of-applied-sciences-software-engineering-for-industrial-applications-w7790/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=85&hec-id=w7790&hec-offset=1684,6784de941796e275dc3e1090,Hof University of Applied Sciences,Software Engineering for Industrial Applications,Computer Engineering,Graduates of a relevant first degree that wish to be prepared for demanding management and development tasks in the field of industrial software development.,Unknown,Software Engineering for Industrial Applications | Computer Engineering | Unknown | Graduates of a relevant first degree that wish to be prepared for demanding management and development tasks in the field of industrial software development.,"[ 0.02168388 -0.03128935 -0.01669893 ... -0.0414675  -0.00700236
  0.02738469]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/heilbronn-university-software-engineering-master-w15232/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=85&hec-id=w15232&hec-offset=1685,6784de941796e275dc3e1091,Heilbronn University,Software Engineering Master,"Practical Computer Science, Software Engineering, Information Systems and Management",Graduates with a Bachelor's degree in Computer Science and graduates with a higher education qualification in a different subject area and a minimum of 3 years of proven experience in the field of engineering - electrical engineering. Graduates of Computer Science degree courses with 180 ECTS can earn the remaining 30 ECTS in the Bachelor's SEB.,"Computer Science, Applied Software Engineering, Information Systems in Business, Leadership, Intercultural and Interpersonal Competences, Data Science, Human-Computer Interaction, Usability Engineering, Digital Transformation","Software Engineering Master | Practical Computer Science, Software Engineering, Information Systems and Management | Computer Science, Applied Software Engineering, Information Systems in Business, Leadership, Intercultural and Interpersonal Competences, Data Science, Human-Computer Interaction, Usability Engineering, Digital Transformation | Graduates with a Bachelor's degree in Computer Science and graduates with a higher education qualification in a different subject area and a minimum of 3 years of proven experience in the field of engineering - electrical engineering. Graduates of Computer Science degree courses with 180 ECTS can earn the remaining 30 ECTS in the Bachelor's SEB.","[ 0.01638395 -0.01816769  0.02042709 ... -0.03752453 -0.00319421
  0.00382843]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/rwth-aachen-university-software-systems-engineering-w5622/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=85&hec-id=w5622&hec-offset=1686,6784de951796e275dc3e1092,RWTH Aachen University,Software Systems Engineering,"Information Technology, Software Engineering",Particularly holders of foreign B.Sc. or equivalent degrees,Unknown,"Software Systems Engineering | Information Technology, Software Engineering | Unknown | Particularly holders of foreign B.Sc. or equivalent degrees","[-3.6029257e-03 -1.8271741e-02 -3.2452208e-05 ... -4.0684011e-02
  4.8317271e-03  7.5664776e-03]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/stuttgart-university-of-applied-sciences-software-technology-w5965/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=85&hec-id=w5965&hec-offset=1687,6784de951796e275dc3e1093,Stuttgart University of Applied Sciences,Software Technology,"Software Engineering, Computer Engineering","Future decision-makers and project managers in information/communication technology, software development, information management, computer networks and e-commerce.","Software Development, Information Management, Computer Networks, Electronic Commerce","Software Technology | Software Engineering, Computer Engineering | Software Development, Information Management, Computer Networks, Electronic Commerce | Future decision-makers and project managers in information/communication technology, software development, information management, computer networks and e-commerce.","[-0.0003083  -0.02736922  0.0005808  ... -0.03314858 -0.00293264
  0.00349753]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-freiburg-solar-energy-engineering-w33251/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=85&hec-id=w33251&hec-offset=1688,6784de951796e275dc3e1094,University of Freiburg,Solar Energy Engineering,"Renewable Energies, Power Engineering",Unknown,Unknown,"Solar Energy Engineering | Renewable Energies, Power Engineering | Unknown | Unknown","[ 0.02892088 -0.02250868  0.00581848 ... -0.01486945 -0.00775797
 -0.00391527]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/technical-university-braunschweig-solar-system-physics-w68126/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=85&hec-id=w68126&hec-offset=1689,6784de951796e275dc3e1095,Technical University Braunschweig,Solar System Physics,Astrophysics,Graduates in physics or a suitable degree programme (e.g. Aerospace Engineering),Unknown,Solar System Physics | Astrophysics | Unknown | Graduates in physics or a suitable degree programme (e.g. Aerospace Engineering),"[ 0.03350903 -0.01615146 -0.0016371  ... -0.01689873 -0.00835104
 -0.01858991]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/berlin-university-of-the-arts-sound-studies-and-sonic-arts-w9959/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=85&hec-id=w9959&hec-offset=1690,6784de951796e275dc3e1096,Berlin University of the Arts,Sound studies and sonic arts,Unknown,The programme is aimed at professionals working in the field of sound with a university degree or outstanding creative talent.,Unknown,Sound studies and sonic arts | Unknown | Unknown | The programme is aimed at professionals working in the field of sound with a university degree or outstanding creative talent.,"[ 0.02150783 -0.01872369 -0.0026291  ... -0.01040425  0.00016906
 -0.005786  ]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/berlin-university-of-technology-space-engineering-w48410/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=85&hec-id=w48410&hec-offset=1691,6784de951796e275dc3e1097,Berlin University of Technology,Space Engineering,Space Engineering,Unknown,Unknown,Space Engineering | Space Engineering | Unknown | Unknown,"[ 0.03779608 -0.00723811  0.00960036 ... -0.00946876 -0.01273249
 -0.00148463]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-bremen-space-engineering-w57257/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=85&hec-id=w57257&hec-offset=1692,6784de951796e275dc3e1098,University of Bremen,Space Engineering,Physics,Unknown,Astronautics,Space Engineering | Physics | Astronautics | Unknown,"[ 0.04161388  0.00060122  0.00332665 ... -0.0126157  -0.01994331
 -0.00700872]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-bremen-space-sciences-and-technologies-sensing-processing-communication-w57256/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=85&hec-id=w57256&hec-offset=1693,6784de951796e275dc3e1099,University of Bremen,"Space Sciences and Technologies - Sensing, Processing, Communication",Physics,"People who want to work in the fast-moving area of ??space exploration in industry or research in the areas of data collection, analysis, processing and interpretation as well as satellite communications.","Information Technology, Satellite, Appliances, Earth Observation, Space Observation, Remote Sensing, Processing, Communication, Data Analysis, Astronautics","Space Sciences and Technologies - Sensing, Processing, Communication | Physics | Information Technology, Satellite, Appliances, Earth Observation, Space Observation, Remote Sensing, Processing, Communication, Data Analysis, Astronautics | People who want to work in the fast-moving area of ??space exploration in industry or research in the areas of data collection, analysis, processing and interpretation as well as satellite communications.","[-0.00215417  0.00940478  0.0081438  ...  0.00662997 -0.02646735
 -0.01162462]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/tu-dortmund-university-spatial-planning-for-regions-in-growing-economies-spring-w56/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=85&hec-id=w56&hec-offset=1694,6784de951796e275dc3e109a,TU Dortmund University,Spatial Planning for Regions in Growing Economies (SPRING),Spatial Planning,Unknown,Unknown,Spatial Planning for Regions in Growing Economies (SPRING) | Spatial Planning | Unknown | Unknown,"[ 0.01922722 -0.01728856  0.02395435 ... -0.01524368 -0.01534991
  0.00304907]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-konstanz-speech-and-language-processing-w20364/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=85&hec-id=w20364&hec-offset=1695,6784de961796e275dc3e109b,University of Konstanz,Speech and Language Processing,"General Linguistic Science, Computational Linguistics, Linguistics",Unknown,"Corpus Linguistics, Computational Semantics, Grammar development, Psycholinguistics, Neurolinguistics, General Linguistics, Methods of Linguistics, Human Language Processing, Machine Language Processing","Speech and Language Processing | General Linguistic Science, Computational Linguistics, Linguistics | Corpus Linguistics, Computational Semantics, Grammar development, Psycholinguistics, Neurolinguistics, General Linguistics, Methods of Linguistics, Human Language Processing, Machine Language Processing | Unknown","[-0.01075245  0.01608655  0.02173823 ... -0.03403972 -0.009871
 -0.01258666]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-leipzig-sport-exercise-psychology-w71163/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=85&hec-id=w71163&hec-offset=1696,6784de961796e275dc3e109c,University of Leipzig,Sport & Exercise Psychology,Sports Psychology,Unknown,Unknown,Sport & Exercise Psychology | Sports Psychology | Unknown | Unknown,"[ 5.5773342e-03 -1.1438821e-02  3.6741678e-02 ... -1.8635169e-02
 -1.6546352e-05 -2.0564767e-02]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/munich-university-of-technology-sport-and-exercise-science-w58014/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=85&hec-id=w58014&hec-offset=1697,6784de961796e275dc3e109d,Munich University of Technology,Sport and Exercise Science,Health Management,Unknown,"Biomechanics and Neuroscience, Exercise biology, training and health, Psychology & Social Sciences, Research Skills, Auxiliary subjects","Sport and Exercise Science | Health Management | Biomechanics and Neuroscience, Exercise biology, training and health, Psychology & Social Sciences, Research Skills, Auxiliary subjects | Unknown","[ 0.00486194 -0.00686353  0.01211522 ... -0.0274277   0.00374224
 -0.02170699]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/ruhr-university-bochum-sport-and-exercise-sciences-for-health-and-performance-w61776/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=85&hec-id=w61776&hec-offset=1698,6784de961796e275dc3e109e,Ruhr University Bochum,Sport and Exercise Sciences for Health and Performance,"Sport, Sports Science","The master's programme addresses graduates of a Bachelor of Sport Science or comparable Bachelor programmes with 180 CP. The students will learn practical skills, such as physiological performance testing and biomechanical analysis as well as they will gain knowledge for the design of athletic training programmes.",Unknown,"Sport and Exercise Sciences for Health and Performance | Sport, Sports Science | Unknown | The master's programme addresses graduates of a Bachelor of Sport Science or comparable Bachelor programmes with 180 CP. The students will learn practical skills, such as physiological performance testing and biomechanical analysis as well as they will gain knowledge for the design of athletic training programmes.","[ 0.01667366  0.00353167  0.02170202 ... -0.01990336 -0.01105451
 -0.01914189]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/sports-university-of-cologne-sport-management-w25827/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=85&hec-id=w25827&hec-offset=1699,6784de961796e275dc3e109f,Sports University of Cologne,Sport Management,"Sport, Event, Culture Management, Economic Sciences, Economics, Business Management, Organization Management","The target group consists of students who have completed a related undergraduate degree from disciplines such as Economics, Law, Finance, Communication Science with a major in Marketing, Business Administration or Sport Sciences. Furthermore, work experience in sports business is beneficial for applicants. Applicants should be interested in gaining new theoretical, methodological and practical skills to understand and deal with the changing sports business industry.","International Sports Governance / International Sports Administration / Sports Management, Measurement and Evaluation, Psychological Aspects, Olympic Movement and its Management, Sociological and Legal Aspects, Sport Marketing Research/Study of Sport Marketing, Strategy & Planning, Sport Economics, Sport Finance Research/Study of Sport Finance, Sports, Sport Science","Sport Management | Sport, Event, Culture Management, Economic Sciences, Economics, Business Management, Organization Management | International Sports Governance / International Sports Administration / Sports Management, Measurement and Evaluation, Psychological Aspects, Olympic Movement and its Management, Sociological and Legal Aspects, Sport Marketing Research/Study of Sport Marketing, Strategy & Planning, Sport Economics, Sport Finance Research/Study of Sport Finance, Sports, Sport Science | The target group consists of students who have completed a related undergraduate degree from disciplines such as Economics, Law, Finance, Communication Science with a major in Marketing, Business Administration or Sport Sciences. Furthermore, work experience in sports business is beneficial for applicants. Applicants should be interested in gaining new theoretical, methodological and practical skills to understand and deal with the changing sports business industry.","[-0.00769373 -0.02160656  0.00810406 ... -0.01974724  0.00795019
 -0.01611836]"
